ESV,bac1,bac10,bac2,bac3,bac7,bac8,bac9
ESV1290.1429,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1291.1476,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1292.1436,Perfect,Partial,Perfect,Partial,Perfect,Partial,Partial
ESV1293.1436,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV1294.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1295.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1296.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1297.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1298.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1299.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV13.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV130.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1300.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1301.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1302.1437,Partial,Poor,Partial,Poor,Perfect,Perfect,Perfect
ESV1303.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1304.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1305.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1306.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1307.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1308.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1309.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV131.1500,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV1310.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1311.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1312.1494,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1313.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1314.1436,Perfect,Poor,Perfect,Partial,Partial,Perfect,Perfect
ESV1315.1455,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV1316.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1317.1476,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1318.1418,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1319.1406,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV132.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1320.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1321.1435,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV1322.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1323.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1324.1464,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1325.1426,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV1326.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1327.1425,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1328.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1329.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV133.1454,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1330.1462,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1331.1471,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1332.1407,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV1333.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1334.1469,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1335.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1336.1436,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1337.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1338.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1339.1443,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV134.1492,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1340.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1341.1465,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1342.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1343.1454,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1344.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1345.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1346.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1347.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1348.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1349.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV135.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1350.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1351.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1352.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1353.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1354.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1355.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1356.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1357.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1358.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1359.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV136.1485,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1360.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1361.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1362.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1363.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1364.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1365.1413,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1366.1453,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV1367.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1368.1491,Poor,Poor,Poor,Poor,Poor,Perfect,Poor
ESV1369.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV137.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1370.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1371.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1372.1437,Partial,Poor,Partial,Poor,Perfect,Perfect,Perfect
ESV1373.1446,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV1374.1432,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1375.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1376.1446,Poor,Partial,Poor,Perfect,Partial,Perfect,Perfect
ESV1377.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1378.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1379.1441,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV138.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1380.1469,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1381.1444,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1382.1431,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1383.1454,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1384.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1385.1426,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV1386.1442,Partial,Poor,Partial,Perfect,Partial,Perfect,Perfect
ESV1387.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1388.1385,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1389.1486,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV139.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1390.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1391.1443,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1392.1489,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1393.1414,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1394.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1395.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1396.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1397.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1398.1452,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV1399.1444,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV14.1445,Partial,Partial,Partial,Perfect,Perfect,Perfect,Partial
ESV140.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1400.1426,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1401.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1402.1458,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1403.1411,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1404.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1405.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1406.1428,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV1407.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1408.1465,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1409.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV141.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1410.1447,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1411.1446,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1412.1414,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1413.1383,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1414.1424,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1415.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1416.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1417.1437,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV1418.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1419.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV142.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1420.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1421.1438,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1422.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1423.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1424.1452,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1425.1405,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1426.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1427.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1428.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1429.1457,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV143.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1430.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1431.1430,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1432.1479,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1433.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1434.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1435.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1436.1469,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1437.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1438.1487,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1439.1400,Perfect,Poor,Perfect,Partial,Partial,Partial,Perfect
ESV144.1444,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1440.1439,Perfect,Partial,Perfect,Partial,Perfect,Partial,Partial
ESV1441.1444,Perfect,Perfect,Perfect,Partial,Partial,Perfect,Perfect
ESV1442.1492,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1443.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1444.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1445.1422,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV1446.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1447.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1448.1434,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1449.1387,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV145.1514,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1450.1450,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1451.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1452.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1453.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1454.1458,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1455.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1456.1521,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1457.1457,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1458.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1459.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV146.1471,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1460.1422,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1461.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1462.1424,Partial,Poor,Partial,Partial,Partial,Partial,Partial
ESV1463.1441,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV1464.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1465.1465,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1466.1469,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1467.1434,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1468.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1469.1424,Perfect,Poor,Perfect,Perfect,Partial,Partial,Perfect
ESV147.1466,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1470.1426,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV1471.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1472.1445,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1473.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1474.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1475.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1476.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1477.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1478.1461,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1479.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV148.1452,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV1480.1496,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1481.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1482.1478,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1483.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1484.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1485.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1486.1468,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1487.1463,Perfect,Perfect,Perfect,Partial,Perfect,Perfect,Perfect
ESV1488.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1489.1423,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV149.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1490.1462,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1491.1443,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1492.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1493.1443,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1494.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1495.1407,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1496.1385,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1497.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1498.1426,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1499.1462,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV15.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV150.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1500.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1501.1449,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1502.1451,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV1503.1435,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1504.1448,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1505.1440,Perfect,Partial,Perfect,Partial,Perfect,Partial,Partial
ESV1506.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1507.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1508.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1509.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV151.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1510.1424,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV1511.1460,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV1512.1463,Poor,Poor,Poor,Poor,Poor,Poor,Poor
ESV1513.1448,Perfect,Poor,Perfect,Poor,Perfect,Perfect,Perfect
ESV1514.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1515.1441,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1516.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1517.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1518.1479,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1519.1442,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV152.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1520.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1521.1442,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1522.1453,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1523.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1524.1458,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1525.1455,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1526.1454,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1527.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1528.1443,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1529.1468,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV153.1407,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1530.1437,Partial,Poor,Partial,Poor,Perfect,Perfect,Perfect
ESV1531.1455,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1532.1434,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV1533.1512,Partial,Poor,Partial,Partial,Perfect,Perfect,Partial
ESV1534.1425,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1535.1431,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1536.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1537.1391,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1538.1425,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1539.1426,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV154.1451,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1540.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1541.1465,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1542.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1543.1462,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1544.1456,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1545.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1546.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1547.1404,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1548.1448,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1549.1439,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV155.1389,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1550.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1551.1458,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1552.1457,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1553.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1554.1443,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1555.1439,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1556.1440,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1557.1444,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1558.1446,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1559.1406,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV156.1425,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV1560.1439,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV1561.1537,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1562.1467,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1563.1459,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1564.1455,Perfect,Poor,Perfect,Partial,Perfect,Perfect,Perfect
ESV1565.1386,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1566.1442,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1567.1429,Partial,Poor,Partial,Partial,Partial,Partial,Perfect
ESV1568.1471,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1569.1438,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV157.1453,Perfect,Partial,Perfect,Partial,Perfect,Perfect,Perfect
ESV1570.1479,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1571.1452,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1572.1429,Perfect,Partial,Perfect,Partial,Partial,Perfect,Perfect
ESV1573.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1574.1440,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
ESV1575.1447,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1576.1448,Perfect,Poor,Perfect,Poor,Poor,Perfect,Perfect
ESV1577.1445,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1578.1449,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1579.1451,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV158.1455,Perfect,Partial,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1580.1460,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1581.1422,Perfect,Poor,Perfect,Perfect,Perfect,Perfect,Perfect
ESV1582.1439,Poor,Partial,Poor,Perfect,Partial,Perfect,Partial
