ESV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ESV220.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_220
ESV221.1455,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,midas_g_179,midas_s_179
ESV222.1456,Bacteria,Firmicutes,midas_c_4,midas_o_4,midas_f_222,midas_g_222,midas_s_222
ESV223.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV224.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV225.1445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_225,midas_s_225
ESV226.1447,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_17,midas_s_17
ESV227.1464,Bacteria,Firmicutes,midas_c_4,DTU014,midas_f_80,midas_g_80,midas_s_80
ESV228.1436,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,midas_s_36
ESV229.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV230.1471,Bacteria,Caldatribacteriota,JS1,midas_o_230,midas_f_230,midas_g_230,midas_s_230
ESV231.1442,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_23,midas_s_89
ESV232.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,AAP99,midas_s_215
ESV233.1445,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,midas_s_233
ESV234.1437,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,ADurb.Bin120,midas_s_234
ESV235.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_96
ESV236.1461,Bacteria,Firmicutes,Limnochordia,MBA03,midas_f_112,midas_g_112,midas_s_112
ESV237.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_33,midas_s_50
ESV238.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV239.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_5
ESV240.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_240
ESV241.1430,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_241
ESV242.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,Romboutsia_ilealis
ESV243.1424,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_169,midas_s_243
ESV244.1409,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,midas_s_244
ESV245.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium,Ferribacterium_limneticum
ESV246.1469,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,Ca_Cloacimonas,midas_s_246
ESV247.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_247
ESV248.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,midas_s_248
ESV249.1441,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,midas_g_249,midas_s_249
ESV250.1447,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,midas_f_250,midas_g_250,midas_s_250
ESV251.1413,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,midas_s_251
ESV252.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_5
ESV253.1434,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_253
ESV254.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV255.1458,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Pelotomaculum,midas_g_255,midas_s_255
ESV256.1461,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,midas_s_256
ESV257.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,Intestinibacter_bartlettii
ESV258.1481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,midas_s_4
ESV259.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,midas_f_27,midas_g_70,midas_s_219
ESV260.1440,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,midas_g_164,midas_s_260
ESV261.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_261
ESV262.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,midas_s_262
ESV263.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,midas_s_263
ESV264.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_33,midas_s_264
ESV265.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV266.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Ca_Nitrotoga,midas_s_181
ESV267.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,midas_g_98,midas_s_98
ESV268.1459,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,midas_g_268,midas_s_268
ESV269.1473,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_269,midas_s_269
ESV270.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_270
ESV271.1411,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,midas_s_251
ESV272.1479,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_272
ESV273.1460,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,midas_g_273,midas_s_273
ESV274.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_173
ESV275.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,midas_s_116
ESV276.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,midas_s_276
ESV277.1436,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,midas_s_36
ESV278.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_155,midas_s_278
ESV279.1478,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_272
ESV280.1471,Bacteria,Caldatribacteriota,JS1,midas_o_230,midas_f_230,midas_g_230,midas_s_230
ESV281.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV282.1400,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,midas_g_72,midas_s_72
ESV283.1445,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_283,midas_s_283
ESV284.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_284
ESV285.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,midas_s_96
ESV286.1426,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_176,midas_g_176,midas_s_176
ESV287.1454,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_65,midas_s_177
ESV288.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,midas_s_25
ESV289.1426,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,Intestinibacter_bartlettii
ESV290.1445,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,midas_s_290
ESV291.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_291
ESV292.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_292
ESV293.1461,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,midas_s_48
ESV294.1478,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_272
ESV295.1440,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,midas_g_295,midas_s_295
ESV296.1439,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_23,midas_s_40
ESV297.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_155,midas_s_297
ESV298.1459,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,midas_s_298
ESV299.1444,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,midas_g_5,midas_s_299
ESV300.1445,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_300,midas_s_300
ESV301.1468,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,Ca_Cloacimonas,midas_s_301
ESV302.1460,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Pelotomaculum,midas_g_255,midas_s_255
ESV303.1436,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,Micropruina_glycogenica
ESV304.1433,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_304
ESV305.1455,Bacteria,Firmicutes,D8A-2,midas_o_13,midas_f_13,midas_g_13,midas_s_305
ESV306.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_306
ESV307.1444,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,midas_s_307
ESV308.1445,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Ca_Microthrix,midas_s_3
ESV309.1446,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_240
ESV310.1448,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_310,midas_s_310
ESV311.1426,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,Intestinibacter_bartlettii
ESV312.1440,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_109
ESV313.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,midas_f_27,midas_g_70,midas_s_219
ESV314.1455,Bacteria,Firmicutes,D8A-2,midas_o_13,midas_f_13,midas_g_13,midas_s_76
ESV315.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_315
ESV316.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_33,midas_s_50
ESV317.1439,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_23,midas_s_317
ESV318.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,Romboutsia_ilealis
ESV319.1496,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_77
ESV320.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_320
ESV321.1460,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_321,midas_s_321
ESV322.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV323.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_323
ESV324.1472,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,midas_s_92
ESV325.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_139
ESV326.1448,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_326,midas_s_326
ESV327.1441,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,midas_g_327,midas_s_327
ESV328.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_328
ESV329.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_329
ESV330.1458,Bacteria,Armatimonadota,midas_c_216,midas_o_330,midas_f_330,midas_g_330,midas_s_330
ESV331.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,midas_s_101
ESV332.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_284
ESV333.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,midas_s_333
ESV334.1444,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,midas_g_120,midas_s_334
ESV335.1464,Bacteria,Firmicutes,Clostridia,Eubacteriales,Garciellaceae,midas_g_335,midas_s_335
ESV336.1455,Bacteria,Firmicutes,midas_c_4,DTU014,midas_f_80,midas_g_336,midas_s_336
ESV337.1389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,midas_s_337
ESV338.1443,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,midas_s_338
ESV339.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV340.1442,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_216,midas_s_340
ESV341.1447,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_17,midas_s_17
ESV342.1445,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Saccharofermentans,midas_g_342,midas_s_342
ESV343.1465,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,midas_g_343,midas_s_343
ESV344.1423,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_344,midas_s_344
ESV345.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,midas_s_345
ESV346.1387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_155,midas_s_278
ESV347.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_347,midas_s_347
ESV348.1435,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,midas_s_348
ESV349.1440,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,midas_g_164,midas_s_260
ESV350.1461,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,midas_s_350
ESV351.1441,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_351,midas_s_351
ESV352.1476,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,midas_f_352,midas_g_352,midas_s_352
ESV353.1409,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,midas_g_59,midas_s_353
ESV354.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_354
ESV355.1481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,midas_s_4
ESV356.1440,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_356,midas_s_356
ESV357.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_357
ESV358.1439,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,midas_s_358
ESV359.1441,Bacteria,Bacteroidota,SJA-28,midas_o_31,midas_f_31,midas_g_31,midas_s_359
ESV360.1447,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_216,midas_s_360
ESV361.1460,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,midas_s_361
ESV362.1446,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,midas_s_362
ESV363.1521,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,midas_g_363,midas_s_363
ESV364.1445,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_300,midas_s_364
ESV365.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,midas_f_27,midas_g_70,midas_s_70
ESV366.1445,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_366,midas_s_366
ESV367.1437,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,midas_s_217
ESV368.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_368
ESV369.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Denitratisoma,midas_s_369
ESV370.1435,Bacteria,Patescibacteria,Microgenomatia,Ca_Roizmanbacteria,midas_f_370,midas_g_370,midas_s_370
ESV371.1481,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,midas_s_4
ESV372.1486,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella,midas_s_372
ESV373.1442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,midas_s_45
ESV374.1456,Bacteria,Firmicutes,midas_c_4,DTU014,midas_f_80,midas_g_336,midas_s_374
ESV375.1425,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,midas_s_34
ESV376.1436,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,midas_s_36
ESV377.1453,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,midas_s_90
ESV378.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_33
ESV379.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_379
ESV380.1448,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_380,midas_s_380
ESV381.1442,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_111,midas_s_111
ESV382.1443,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_23,midas_s_188
ESV383.1477,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,midas_s_383
ESV384.1450,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_384,midas_s_384
ESV385.1443,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_385,midas_s_385
ESV386.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,midas_s_386
ESV387.1449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_387
ESV388.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,midas_s_38
ESV389.1461,Bacteria,Firmicutes,Limnochordia,MBA03,midas_f_112,midas_g_112,midas_s_112
ESV390.1453,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,midas_s_390
ESV391.1402,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,midas_g_391,midas_s_391
ESV392.1425,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_347,midas_s_347
ESV393.1411,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis_bauzanensis
ESV394.1410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,midas_s_394
ESV395.1432,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,midas_g_395,midas_s_395
ESV396.1472,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,midas_s_92
ESV397.1451,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_270
ESV398.1442,Bacteria,Bacteroidota,SJA-28,midas_o_31,midas_f_31,midas_g_31,midas_s_398
ESV399.1444,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_399,midas_s_399
ESV400.1426,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,Intestinibacter_bartlettii
ESV401.1452,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_55,midas_s_55
ESV402.1445,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_300,midas_s_364
ESV403.1443,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_403
ESV404.1461,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,midas_s_404
ESV405.1442,Bacteria,Bacteroidota,SJA-28,midas_o_31,midas_f_31,midas_g_31,midas_s_398
ESV406.1416,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,midas_f_406,Stella,midas_s_406
ESV407.1457,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,midas_g_343,midas_s_407
ESV408.1458,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter,Coprothermobacter_proteolyticus
ESV409.1444,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_216,midas_s_409
ESV410.1448,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_410,midas_s_410
ESV411.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Ca_Nitrotoga,midas_s_181
ESV412.1448,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Fastidiosipila,midas_g_412,midas_s_412
ESV413.1440,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,midas_s_413
ESV414.1439,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,midas_s_193
ESV415.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_323
ESV416.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,midas_s_180
ESV417.1458,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter,Coprothermobacter_proteolyticus
